City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,tangshan,56.7629,139.4069,1.25,93,100,6.6,RU,1698546484
361,santa terezinha,18.378,82.5968,20.02,78,86,0.7,IN,1698546486
362,malaya vishera,54.6404,72.7215,-3.01,71,100,4.72,RU,1698546486
363,buritis,-7.0591,158.8101,28.37,75,79,3.35,SB,1698546486
364,balimbing,-1.9966,103.9183,27.44,81,87,2.33,ID,1698546487
365,urumqi,58.4978,138.9164,-7.81,97,100,1.13,RU,1698546487
366,redencao,72.8371,111.1001,-16.94,98,94,2.14,RU,1698546489
367,lagunas,20.0577,-103.2314,16.61,80,100,1.59,MX,1698546489
368,colonia menno,39.4808,-91.4013,5.34,74,100,2.66,US,1698546490
369,rovnoye,60.4503,14.437,-2.22,76,83,1.05,SE,1698546490
370,ladismith,59.5891,-126.8288,-3.54,64,99,0.52,CA,1698546490
371,great bend,34.6019,-97.9682,6.64,85,100,8.23,US,1698546490
372,pagar alam,14.0786,118.8287,28.92,74,9,7.33,PH,1698546490
373,sofo-birnin-gwari,34.2127,45.5222,21.34,42,37,1.67,IQ,1698546490
374,quepos,44.9409,68.8659,13.7,64,100,1.29,KZ,1698546491
375,goderich,3.4419,40.8254,20.71,95,100,4.27,KE,1698546491
376,paulo afonso,40.6649,11.5855,22.15,67,2,5.82,IT,1698546492
377,zaragoza,-18.7664,-53.8593,24.07,76,79,2.82,BR,1698546493
378,lerdo de tejada,-8.7523,-54.874,27.41,42,78,0.42,BR,1698546493
379,raja,58.0354,-111.962,-1.3,86,81,4.55,CA,1698546494
380,verdal,-6.6187,147.1952,25.99,86,89,2.85,PG,1698546494
381,dinghaicun,51.7638,-108.6558,-3.59,93,100,5.4,CA,1698546495
382,darzab,-19.3518,-40.6659,22.85,88,46,1.38,BR,1698546495
383,pak phanang,53.7104,-97.5245,-4.1,70,64,2.97,CA,1698546495
384,tanah merah,35.2611,7.5804,16.52,54,100,2.21,DZ,1698546496
385,ascension,24.7018,30.7719,23.38,41,2,3.68,EG,1698546497
386,santa ana,75.6073,-69.2914,-2.83,80,100,4.3,GL,1698546497
387,coxen hole,5.4092,23.4729,19.6,98,94,1.03,CF,1698546497
388,caconda,52.0192,94.5133,-8.36,34,7,1.13,RU,1698546497
389,villa angela,-3.802,103.5414,31.82,37,41,2.01,ID,1698546497
390,morsi,64.9644,80.0556,-11.46,90,71,4.04,RU,1698546498
391,ambon,37.6608,94.9394,4.07,18,100,0.92,CN,1698546499
392,trzebnica,28.3378,102.11,13.38,78,75,0.66,CN,1698546499
393,saynshand,37.9441,122.3823,16.67,74,6,5.06,CN,1698546500
394,san andres,67.7278,86.1884,-15.8,95,100,3.17,RU,1698546500
395,leua,59.4245,141.3031,-5.54,83,46,3.16,RU,1698546501
396,vargem grande,0.2017,-48.6933,28.42,77,9,7.29,BR,1698546501
397,perevolotskiy,-23.6458,35.6893,23.68,71,4,5.36,MZ,1698546502
398,la rioja,30.1672,10.0523,23.18,21,55,4.15,LY,1698546502
399,nsanje,-8.3953,36.2604,24.19,80,57,1.77,TZ,1698546502
400,kualakapuas,52.4067,-71.0438,-4.91,92,100,5.64,CA,1698546503
401,douglasville,60.4649,88.6904,-10.22,90,93,3.72,RU,1698546503
402,hobyo,10.6937,81.0076,28.19,76,100,5.09,IN,1698546504
403,kalianget,67.6515,-85.2208,-16.72,100,96,2.27,CA,1698546505
404,adis 'alem,-1.7832,42.4882,27.08,79,26,5.55,SO,1698546505
405,san mateo ixtatan,27.9104,70.9325,26.02,31,1,3.79,PK,1698546505
406,nogliki,70.4721,25.1787,-4.14,82,94,2.89,NO,1698546506
407,kashgar,-5.0054,26.9936,20.02,96,27,0.7,CD,1698546506
408,tera,34.8637,-88.844,23.84,71,100,1.86,US,1698546507
409,piney green,41.9138,87.1455,13.99,49,65,0.42,CN,1698546507
410,taungdwingyi,34.3425,33.2101,19.12,68,1,3.67,GB,1698546508
411,mahibadhoo,33.2962,-4.3552,12.99,75,100,0.99,MA,1698546508
412,crescent city,67.7846,15.0919,-2.47,89,100,1.67,NO,1698546509
413,chos malal,1.5118,-66.5756,25.24,85,100,1.09,VE,1698546510
414,nagyatad,7.1217,125.2829,20.51,66,42,0.55,PH,1698546511
415,ellsworth,-48.1035,-73.1787,-3.19,100,100,2.21,CL,1698546512
416,oranjemund,-16.7217,45.4735,23.47,77,0,1.26,MG,1698546512
417,'ali al gharbi,5.9554,-52.6916,28.2,82,85,8.14,GF,1698546512
418,kosh-agach,-17.2917,13.4261,21.35,39,17,1.14,NA,1698546512
419,trinity beach,24.2312,96.0467,24.91,73,8,0.69,MM,1698546513
420,hexham,27.4161,16.9636,21.08,45,0,4.81,LY,1698546513
421,santa marta,45.8675,22.4127,11.17,84,87,0.94,RO,1698546513
422,bathsheba,6.1266,25.295,18.85,98,96,1.24,CF,1698546514
423,krasnoural'sk,38.1218,-7.789,15.31,100,20,5.14,PT,1698546514
424,kuqa,68.3716,15.2282,0.0,78,54,3.01,NO,1698546514
425,komoro,55.3611,-95.4307,-4.58,83,92,1.65,CA,1698546515
426,kuusamo,-9.7501,165.3667,28.39,74,100,4.19,SB,1698546515
427,urzhar,70.3379,-53.9342,-6.87,80,85,5.05,GL,1698546515
428,neryungri,33.5518,57.8448,17.54,39,100,2.27,IR,1698546516
429,gedzhukh,-5.0279,-56.4695,26.62,44,5,0.18,BR,1698546516
430,kastsyukowka,48.9767,118.7096,4.36,44,6,6.14,CN,1698546516
431,galle,54.7894,81.7277,-5.12,71,93,2.54,RU,1698546517
432,lesogorsk,17.9049,43.0169,16.39,57,33,1.83,SA,1698546517
433,altamira,-19.5463,55.2887,25.27,77,7,4.49,RE,1698546517
434,dalandzadgad,20.3399,75.7977,20.74,51,22,0.69,IN,1698546517
435,novaya ladoga,63.9221,59.6065,-17.39,97,81,1.01,RU,1698546517
436,astara,9.1891,30.2657,20.94,96,84,1.54,SS,1698546518
437,sarmiento,23.8965,117.1287,23.44,70,71,2.32,CN,1698546519
438,grafenau,6.1064,6.2414,23.87,96,100,1.65,NG,1698546519
439,kiranur,-8.9134,149.4664,27.11,80,98,4.69,PG,1698546519
440,buba,20.0644,-105.9216,27.21,76,88,6.95,MX,1698546519
441,shilin,40.0284,12.4839,21.99,69,6,4.19,IT,1698546521
442,emmett,31.4917,97.6323,-4.21,29,0,1.34,CN,1698546521
443,odda,35.1793,113.1359,23.55,33,0,3.03,CN,1698546521
444,ondangwa,47.8126,-2.8111,14.35,76,20,4.12,FR,1698546521
445,rafah,35.7574,-6.794,20.25,70,1,4.11,MA,1698546522
446,maintirano,69.8618,134.6639,-9.76,95,100,0.88,RU,1698546523
447,ulanhot,34.5362,68.9927,11.1,45,100,0.98,AF,1698546523
448,lamar,22.5194,50.4867,24.95,43,77,2.87,SA,1698546523
449,anaco,36.1801,61.7616,16.98,40,46,0.62,IR,1698546524
450,burhar,22.7178,-104.8177,19.14,97,17,0.85,MX,1698546525
451,arsk,30.9871,28.16,21.85,68,96,2.49,EG,1698546525
452,takoradi,19.0867,121.6411,27.88,73,7,6.44,PH,1698546526
453,talagutong,-28.9026,26.2308,7.43,61,78,8.07,ZA,1698546527
454,kandalaksha,31.0071,27.0858,18.77,88,4,3.0,EG,1698546528
455,beli,28.6943,-105.3396,22.74,32,1,4.37,MX,1698546528
456,gornyye klyuchi,62.8661,64.7371,-9.95,84,4,1.77,RU,1698546528
457,wagar,35.4827,47.1575,1.66,71,0,1.04,IR,1698546529
458,nurota,43.913,-5.7639,16.13,83,100,8.09,ES,1698546529
459,sonsorol village,43.0694,50.6029,15.76,92,15,1.59,KZ,1698546530
460,shimla,54.9164,-90.1744,-2.89,76,97,1.99,CA,1698546530
461,novyy urengoy,-4.1971,30.8956,19.28,70,91,0.48,TZ,1698546530
462,llerena,31.8143,24.4709,18.82,86,55,0.79,LY,1698546530
463,rice lake,-25.2117,132.3075,33.43,6,97,4.25,AU,1698546531
464,jaciara,57.8898,-98.2161,-6.93,74,100,2.53,CA,1698546532
465,colby,-3.6984,108.8821,28.5,71,8,6.59,ID,1698546532
466,cannonvale,52.9084,122.4255,3.74,55,97,0.87,CN,1698546532
467,homer,8.757,3.0959,24.03,81,40,1.47,NG,1698546535
468,puke,-24.1962,-69.5488,12.92,39,0,0.99,CL,1698546535
469,regina,67.911,129.849,-11.16,94,100,0.62,RU,1698546535
470,afsin,50.134,65.552,4.4,97,100,4.08,KZ,1698546536
471,santangpu,56.3684,-61.9862,-0.99,94,99,1.31,CA,1698546537
472,lyubinskiy,66.6374,-50.945,-14.18,82,100,1.6,GL,1698546538
473,kyabram,36.2323,51.5002,4.7,33,23,1.14,IR,1698546540
474,santana,-0.5903,115.8711,32.25,51,34,1.0,ID,1698546540
475,bykhaw,14.5511,32.9021,25.6,67,73,3.41,SD,1698546541
476,isla aguada,56.2062,-152.5843,8.14,94,100,14.74,US,1698546541
477,jaru,29.8526,-108.1409,9.33,40,0,2.56,MX,1698546541
478,iwanai,52.1145,-11.6341,12.73,73,100,4.72,IE,1698546541
479,orange,75.3188,-98.2388,-12.43,97,100,0.53,CA,1698546542
480,amga,47.8002,135.6024,6.9,35,4,2.03,RU,1698546542
481,spring creek,10.6974,11.2168,24.15,24,12,2.48,NG,1698546542
482,tauranga,28.0588,-110.235,24.5,56,0,2.31,MX,1698546543
483,arzachena,-19.1801,46.9609,16.37,84,41,0.89,MG,1698546543
484,cukai,29.5562,116.842,21.94,71,90,0.37,CN,1698546543
485,butig,-14.9873,-6.6372,19.36,79,97,6.99,SH,1698546543
486,shinkafi,65.2015,130.6049,-11.37,92,100,0.91,RU,1698546543
487,sanghar,54.3339,19.6316,3.91,81,76,3.55,PL,1698546544
488,arvin,-6.6644,33.146,21.68,56,70,2.71,TZ,1698546545
489,holyhead,47.1946,-92.5823,-1.79,62,85,2.23,US,1698546545
490,malabar,71.5713,-53.7638,-7.83,90,100,2.63,GL,1698546546
491,sonegaon,10.8076,29.6043,22.95,83,100,1.05,SD,1698546546
492,sarangani,64.7409,140.9611,-18.16,96,75,0.66,RU,1698546547
493,gharyan,63.2607,5.585,6.81,66,44,7.27,NO,1698546547
494,es castell,74.1118,-56.6074,-6.54,93,100,3.57,GL,1698546548
495,olpad,13.3289,22.6847,25.75,50,54,2.94,SD,1698546549
496,las khorey,-36.0398,-61.4378,18.27,78,100,1.67,AR,1698546549
497,bethanie,25.6914,67.0821,23.27,74,0,1.02,PK,1698546550
498,karungdong,7.4403,157.1411,28.67,72,51,3.27,FM,1698546550
499,horodnye,-23.3048,-149.8458,21.69,76,94,8.97,PF,1698546551
500,ikwiriri,24.6294,-8.6554,25.4,30,70,3.88,MR,1698546551
501,mandalgovi,19.8826,74.0808,21.0,49,7,1.57,IN,1698546551
502,smara,48.2147,25.9513,12.92,69,38,1.61,UA,1698546551
503,qal'at bishah,34.2366,102.3051,3.59,41,0,2.28,CN,1698546552
504,pangody,58.0223,82.3208,-5.87,97,87,0.66,RU,1698546554
505,meadow lake,65.4368,28.4225,-8.69,97,56,1.11,FI,1698546555
506,puerto madero,-27.0722,152.7926,22.03,47,58,4.14,AU,1698546555
507,tot'ma,11.3196,-71.0628,28.72,75,50,4.64,VE,1698546555
508,farah,-32.2372,-67.5023,27.77,9,38,13.43,AR,1698546555
509,san carlos de bariloche,45.597,-81.1557,6.12,61,100,5.67,CA,1698546556
